timestamp,gx,gy,gz,ax,ay,az,vx_gt,vy_gt,vz_gt
0.420000,0.018775,-0.642401,-0.186470,-0.791236,-0.791452,-13.578981,0.199047,-0.006352,0.033340
0.440000,0.234561,0.062203,-0.317707,-0.488608,0.238759,-5.114097,0.173798,-0.017175,-0.042330
0.460000,1.418030,-0.934244,-0.241322,2.015327,0.835341,-13.588240,0.155395,-0.006969,0.051323
0.480000,-1.121679,-0.441198,0.191268,-3.285314,-2.953760,-7.245245,0.187861,0.017742,-0.024562
0.500000,0.719831,0.549505,0.468731,1.243472,0.820023,-12.806575,0.116616,-0.034983,0.026552
0.520000,0.442884,1.571611,0.297985,2.623459,0.269140,-4.113668,0.136521,-0.013096,-0.033519
0.540000,-1.013570,-0.173771,0.330884,2.317460,-1.320880,-11.922437,0.180294,0.000104,0.080059
0.560000,0.527975,-0.729173,-0.160800,-1.310728,-0.324213,-13.007976,0.213570,-0.019509,0.037256
0.580000,0.473380,-0.331549,-0.241295,-1.265747,1.448502,-7.148135,0.176432,-0.020637,-0.027081
0.600000,0.205628,-0.279223,-0.441062,1.535455,0.137364,-10.638398,0.142302,0.015667,0.025821
0.620000,-0.130182,-0.663350,0.098673,-2.945081,-2.309618,-8.879963,0.164094,0.025988,0.008904
0.640000,0.550645,0.356589,0.585975,2.121585,0.564904,-11.332490,0.098015,-0.013057,0.027243
0.660000,0.246631,1.345394,0.570827,2.810196,0.103080,-6.781202,0.134659,0.004833,-0.003403
0.680000,-1.032718,-0.273472,0.450408,1.873673,-1.557074,-10.612938,0.181989,0.015135,0.056799
0.700000,0.465506,-0.625360,0.052005,-1.209677,-0.478802,-12.627856,0.206062,-0.008369,0.040133
