step,time,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,action_0,joint_pos_0,joint_pos_rel_0,action_1,joint_pos_1,joint_pos_rel_1,action_2,joint_pos_2,joint_pos_rel_2,action_3,joint_pos_3,joint_pos_rel_3,action_4,joint_pos_4,joint_pos_rel_4,action_5,joint_pos_5,joint_pos_rel_5,action_6,joint_pos_6,joint_pos_rel_6,action_7,joint_pos_7,joint_pos_rel_7,action_8,joint_pos_8,joint_pos_rel_8,action_9,joint_pos_9,joint_pos_rel_9,action_10,joint_pos_10,joint_pos_rel_10,action_11,joint_pos_11,joint_pos_rel_11
20,0.4,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.09686707,-0.14828777,0.102781534,0.1026543,-0.024399996,0.045385122,0.058215063,0.12276167,0.025695682,0.07069712,0.16182613,0.012457252,-0.12982851,-0.82340705,-0.17665076,0.28314438,0.4963137,0.11919184,0.4171369,0.036429666,0.15728013,0.3689221,-0.12955809,-0.14983086,-1.4364375,1.299039,-0.5233995,-0.080837026,0.99213094,-0.5386478,-0.5583269,-0.88331,-0.04418096,-0.042930286,-1.1188614,0.06292932,-0.015922494,-0.13922967,0.1247352,0.20346826,0.10994943,0.017907098,0.050970975,0.12058521,0.050472315,0.1479101,0.15937287,0.028767379,-0.059692122,0.09078485,0.09078485,-0.052599475,0.624055,-0.160945,0.12340059,-1.471817,0.098183036,0.21110334,0.108262405,0.108262405,0.13300678,0.77283335,-0.012166679,-0.011991792,-1.5237269,0.046273112,0.014081855,0.0649247,0.0649247,0.08958601,0.9062897,0.12128967,0.054167718,-1.5411954,0.02880466,0.14174193,0.077903345,0.077903345,0.16013063,0.9420079,0.15700787,0.044789657,-1.5601892,0.009810805
21,0.42,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.09078485,-0.160945,0.098183036,0.108262405,-0.012166679,0.046273112,0.0649247,0.12128967,0.02880466,0.077903345,0.15700787,0.009810805,-0.304111,-0.63286203,-0.22992481,0.28040522,0.6116669,0.044397853,0.33548182,-0.07360076,0.15544888,0.36031136,-0.24091384,-0.13232239,-1.615846,2.036921,-0.45557576,-0.10524758,0.95458114,-0.74242127,-0.8908885,-1.0532892,-0.061398737,-0.18492803,-1.0193765,0.20793298,-0.059692122,-0.052599475,0.12340059,0.21110334,0.13300678,-0.011991792,0.014081855,0.08958601,0.054167718,0.14174193,0.16013063,0.044789657,-0.1023609,0.08087357,0.08087357,0.041832503,0.6167937,-0.16820633,0.11441877,-1.4774524,0.092547655,0.21410474,0.11370204,0.11370204,0.14394194,0.7871289,0.002128899,-0.046486046,-1.5248067,0.045193315,-0.025042642,0.06930482,0.06930482,0.05132825,0.9021755,0.11717546,0.055909745,-1.5381849,0.03181517,0.12719475,0.08453605,0.08453605,0.16504046,0.9352196,0.15021956,0.065369025,-1.5621318,0.00786829
22,0.44,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.08087357,-0.16820633,0.092547655,0.11370204,0.002128899,0.045193315,0.06930482,0.11717546,0.03181517,0.08453605,0.15021956,0.00786829,-0.49556375,-0.36306763,-0.28176975,0.27198145,0.7147797,-0.05399035,0.21900582,-0.20571008,0.15052833,0.33163553,-0.33941457,-0.097123384,-1.729821,2.734852,-0.4271112,-0.15837087,0.8062423,-0.9451517,-1.1981273,-1.2317879,-0.09017176,-0.37273404,-0.8663308,0.37073746,-0.1023609,0.041832503,0.11441877,0.21410474,0.14394194,-0.046486046,-0.025042642,0.05132825,0.055909745,0.12719475,0.16504046,0.065369025,-0.13193893,0.06708856,0.06708856,0.12079436,0.6161075,-0.1688925,0.10155403,-1.4841222,0.085877895,0.21507646,0.11883853,0.11883853,0.13678801,0.80293685,0.017936826,-0.07973065,-1.5282422,0.041757822,-0.058458548,0.07082085,0.07082085,0.018890046,0.89514357,0.11014354,0.056508534,-1.5353463,0.034653783,0.106701165,0.09013639,0.09013639,0.17753671,0.92687356,0.14187354,0.08695432,-1.5630306,0.006969452
23,0.46,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.06708856,-0.1688925,0.085877895,0.11883853,0.017936826,0.041757822,0.07082085,0.11014354,0.034653783,0.09013639,0.14187354,0.006969452,-0.68925047,-0.03430906,-0.33348626,0.25682455,0.7903961,-0.17177674,0.07580195,-0.35159567,0.14193039,0.28001663,-0.41730028,-0.04493998,-1.6973922,3.2182899,-0.41137642,-0.21984203,0.5167054,-1.1014984,-1.4188943,-1.3253965,-0.12365647,-0.58220524,-0.64332044,0.52189374,-0.13193893,0.12079436,0.10155403,0.21507646,0.13678801,-0.07973065,-0.058458548,0.018890046,0.056508534,0.106701165,0.17753671,0.08695432,-0.14382073,0.049742423,0.049742423,0.17192641,0.6225738,-0.16242623,0.09038655,-1.491771,0.07822907,0.21770988,0.1235722,0.1235722,0.11398158,0.8194589,0.034458876,-0.1047151,-1.5342306,0.035769463,-0.08073368,0.06918725,0.06918725,0.00086796377,0.88520855,0.10020852,0.05498552,-1.5327764,0.037223697,0.08364506,0.094249524,0.094249524,0.19527294,0.91748923,0.1324892,0.10414411,-1.562645,0.007355094
24,0.48,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.049742423,-0.16242623,0.07822907,0.1235722,0.034458876,0.035769463,0.06918725,0.10020852,0.037223697,0.094249524,0.1324892,0.007355094,-0.86730695,0.3233123,-0.382441,0.23668374,0.82610214,-0.29941565,-0.08168006,-0.49675077,0.12849863,0.20565683,-0.46921697,0.019282214,-1.4949853,3.399857,-0.37071472,-0.26284572,0.117182456,-1.1619184,-1.5141542,-1.2776234,-0.16707276,-0.78333557,-0.37532634,0.6214096,-0.14382073,0.17192641,0.09038655,0.21770988,0.11398158,-0.1047151,-0.08073368,0.00086796377,0.05498552,0.08364506,0.19527294,0.10414411,-0.14016315,0.02945752,0.02945752,0.20040506,0.63623846,-0.14876157,0.084486894,-1.5002438,0.06975627,0.22355321,0.12786199,0.12786199,0.08006581,0.8357405,0.05074048,-0.11707852,-1.5427158,0.027284265,-0.09410183,0.06433819,0.06433819,-0.0033076662,0.8726598,0.087659776,0.050125096,-1.5306085,0.039391518,0.062152028,0.096495084,0.096495084,0.21356443,0.9076103,0.12261027,0.11491373,-1.5608658,0.009134293
25,0.5,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.02945752,-0.14876157,0.06975627,0.12786199,0.05074048,0.027284265,0.06433819,0.087659776,0.039391518,0.096495084,0.12261027,0.009134293,-1.0142452,0.683233,-0.42364225,0.21448949,0.81407934,-0.4242619,-0.24245319,-0.62743604,0.10838907,0.11227815,-0.49394557,0.0889619,-1.1501286,3.321521,-0.2835049,-0.2766729,-0.34528485,-1.0997066,-1.5012587,-1.0998061,-0.22661877,-0.9428137,-0.10304608,0.65516496,-0.14016315,0.20040506,0.084486894,0.22355321,0.08006581,-0.11707852,-0.09410183,-0.0033076662,0.050125096,0.062152028,0.21356443,0.11491373,-0.12544847,0.0070783664,0.0070783664,0.21484162,0.6567483,-0.12825173,0.0850432,-1.5092758,0.06072426,0.2310847,0.13170388,0.13170388,0.03935563,0.8507616,0.065761566,-0.11784584,-1.5534111,0.016588926,-0.10053011,0.056396615,0.056396615,0.0016852813,0.8579814,0.07298136,0.042849995,-1.5289959,0.04100418,0.045010537,0.09661504,0.09661504,0.23122728,0.89777255,0.112772524,0.119797155,-1.5577078,0.012292266
26,0.52,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.0070783664,-0.12825173,0.06072426,0.13170388,0.065761566,0.016588926,0.056396615,0.07298136,0.04100418,0.09661504,0.112772524,0.012292266,-1.1189578,1.0254908,-0.45160338,0.19209425,0.7510537,-0.53476965,-0.39707887,-0.7339216,0.080634624,0.0059977397,-0.49188617,0.15789686,-0.7086865,3.0532978,-0.14645246,-0.27236405,-0.82542545,-0.9288206,-1.3979644,-0.833801,-0.29346073,-1.0389763,0.1578283,0.6285936,-0.12544847,0.21484162,0.0850432,0.2310847,0.03935563,-0.11784584,-0.10053011,0.0016852813,0.042849995,0.045010537,0.23122728,0.119797155,-0.10257592,-0.016397946,-0.016397946,0.2181834,0.6834115,-0.10158855,0.09046542,-1.5185249,0.051475167,0.23902264,0.13511217,0.13511217,-0.0024302825,0.8635468,0.07854676,-0.108575605,-1.5658344,0.0041656494,-0.10223753,0.045635205,0.045635205,0.013944435,0.841807,0.05680698,0.03464866,-1.5280849,0.04191518,0.032324836,0.09447944,0.09447944,0.24842353,0.8884912,0.10349119,0.11892694,-1.5533048,0.016695261
27,0.54,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.016397946,-0.10158855,0.051475167,0.13511217,0.07854676,0.0041656494,0.045635205,0.05680698,0.04191518,0.09447944,0.10349119,0.016695261,-1.1738156,1.3331598,-0.46245316,0.1704144,0.639261,-0.6211626,-0.5380705,-0.8087203,0.0455476,-0.10677987,-0.46406594,0.22014707,-0.20674446,2.6295652,0.02359357,-0.2593113,-1.2700895,-0.6692691,-1.2254187,-0.50359416,-0.35520333,-1.0708112,0.40146428,0.5459201,-0.10257592,0.2181834,0.09046542,0.23902264,-0.0024302825,-0.108575605,-0.10223753,0.013944435,0.03464866,0.032324836,0.24842353,0.11892694,-0.07121273,-0.039848663,-0.039848663,0.20862408,0.71519995,-0.06980008,0.09992579,-1.5275943,0.042405725,0.2471506,0.13811563,0.13811563,-0.043260865,0.8732202,0.08822018,-0.09210038,-1.5793655,-0.009365439,-0.09984324,0.032456476,0.032456476,0.034706578,0.82491606,0.03991604,0.024512297,-1.5280262,0.04197383,0.022588104,0.09006591,0.09006591,0.2652645,0.8802486,0.09524858,0.1137773,-1.5478821,0.022117972
28,0.56,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.039848663,-0.06980008,0.042405725,0.13811563,0.08822018,-0.009365439,0.032456476,0.03991604,0.04197383,0.09006591,0.09524858,0.022117972,-1.1725358,1.5894248,-0.45347148,0.15017284,0.4836707,-0.6765569,-0.6589364,-0.84454614,0.002931811,-0.22067669,-0.41213086,0.27113435,0.34080076,2.056108,0.21463332,-0.2396061,-1.6539892,-0.35121286,-0.99514854,-0.11318731,-0.4167512,-1.0498435,0.62228286,0.42171794,-0.07121273,0.20862408,0.09992579,0.2471506,-0.043260865,-0.09210038,-0.09984324,0.034706578,0.024512297,0.022588104,0.2652645,0.1137773,-0.029954813,-0.062040165,-0.062040165,0.18350151,0.75074893,-0.034251094,0.11537976,-1.5360181,0.03398192,0.2564959,0.1407707,0.1407707,-0.07857783,0.8790912,0.09409118,-0.069558226,-1.5932834,-0.023283362,-0.09311991,0.017381579,0.017381579,0.065970056,0.8082365,0.023236454,0.011325258,-1.5289857,0.041014314,0.014910065,0.0834452,0.0834452,0.2789648,0.87344235,0.088442326,0.10432559,-1.5417483,0.028251767
29,0.58,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.062040165,-0.034251094,0.03398192,0.1407707,0.09409118,-0.023283362,0.017381579,0.023236454,0.041014314,0.0834452,0.088442326,0.028251767,-1.1095752,1.7774498,-0.42119032,0.13275394,0.29354984,-0.6958986,-0.7537449,-0.83398044,-0.047974158,-0.33103567,-0.3403124,0.30668983,0.9251766,1.3374377,0.43299752,-0.20717955,-1.9377735,0.00607574,-0.7142828,0.3366354,-0.48340908,-0.9844138,0.7962357,0.26114842,-0.029954813,0.18350151,0.11537976,0.2564959,-0.07857783,-0.069558226,-0.09311991,0.065970056,0.011325258,0.014910065,0.2789648,0.10432559,0.021052532,-0.081667215,-0.081667215,0.14573565,0.7884441,0.0034440756,0.13712305,-1.5432715,0.02672851,0.26521513,0.14313349,0.14313349,-0.10340537,0.8807391,0.09573907,-0.045356937,-1.6068504,-0.036850333,-0.077813305,0.0010924079,0.0010924079,0.10598532,0.79279035,0.007790327,-0.004105241,-1.531128,0.038872004,0.011905849,0.0748136,0.0748136,0.28755873,0.8683489,0.08334887,0.09093302,-1.5352796,0.03472042
30,0.6,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.081667215,0.0034440756,0.02672851,0.14313349,0.09573907,-0.036850333,0.0010924079,0.007790327,0.038872004,0.0748136,0.08334887,0.03472042,-0.9813523,1.8847575,-0.36267027,0.118139446,0.082393244,-0.6783502,-0.81445855,-0.77230626,-0.10711655,-0.43158,-0.25467306,0.32342994,1.5262333,0.5195905,0.67270344,-0.17571643,-2.0839589,0.3612098,-0.3645168,0.8181859,-0.5472374,-0.8604702,0.90714806,0.07282251,0.021052532,0.14573565,0.13712305,0.26521513,-0.10340537,-0.045356937,-0.077813305,0.10598532,-0.004105241,0.011905849,0.28755873,0.09093302,0.07612859,-0.09747073,-0.09747073,0.1050337,0.8266086,0.041608572,0.16013125,-1.5488575,0.021142602,0.26993647,0.14521095,0.14521095,-0.11665038,0.87803364,0.09303361,-0.026008636,-1.6194241,-0.049424052,-0.05527277,-0.015610227,-0.015610227,0.14394373,0.779512,-0.005488038,-0.018143984,-1.5345614,0.035438657,0.013371646,0.06448158,0.06448158,0.29459307,0.8651682,0.08016819,0.07444915,-1.5288962,0.04110384
31,0.62,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.09747073,0.041608572,0.021142602,0.14521095,0.09303361,-0.049424052,-0.015610227,-0.005488038,0.035438657,0.06448158,0.08016819,0.04110384,-0.7901758,1.9082253,-0.27929425,0.10387274,-0.13527413,-0.62868536,-0.8351318,-0.6639168,-0.17166728,-0.51660097,-0.15903416,0.31917337,2.0871327,-0.30525783,0.8919527,-0.16832748,-2.0865571,0.660761,0.03206545,1.2437782,-0.5819483,-0.68515635,0.97796524,-0.13091193,0.07612859,0.1050337,0.16013125,0.26993647,-0.11665038,-0.026008636,-0.05527277,0.14394373,-0.018143984,0.013371646,0.29459307,0.07444915,0.12344487,-0.10843755,-0.10843755,0.0739972,0.86372805,0.07872802,0.17766297,-1.552414,0.017586112,0.26653346,0.14690411,0.14690411,-0.12083528,0.87109643,0.086096406,-0.017285477,-1.6305542,-0.060554147,-0.032725863,-0.031933077,-0.031933077,0.16955659,0.7690798,-0.015920222,-0.02683487,-1.5392803,0.030719757,0.017222613,0.052833162,0.052833162,0.301369,0.86403835,0.07903832,0.05932028,-1.5229864,0.04701364
32,0.64,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.10843755,0.07872802,0.017586112,0.14690411,0.086096406,-0.060554147,-0.031933077,-0.015920222,0.030719757,0.052833162,0.07903832,0.04701364,-0.54834116,1.8559738,-0.17782667,0.084657885,-0.34685934,-0.5565032,-0.81614244,-0.5216099,-0.23594585,-0.58242095,-0.056494452,0.295492,2.5138419,-1.0296462,1.0401144,-0.2112412,-1.9679506,0.86031973,0.4138562,1.5349658,-0.5612944,-0.4793249,1.0166056,-0.31386757,0.12344487,0.0739972,0.17766297,0.26653346,-0.12083528,-0.017285477,-0.032725863,0.16955659,-0.02683487,0.017222613,0.301369,0.05932028,0.15491498,-0.11393611,-0.11393611,0.053722076,0.8985044,0.11350435,0.18065998,-1.5538483,0.016151786,0.2552217,0.14801642,0.14801642,-0.1179422,0.8602638,0.0752638,-0.011408857,-1.6398814,-0.06988132,-0.015599585,-0.047188446,-0.047188446,0.18346709,0.7619123,-0.02308774,-0.031779237,-1.545191,0.024809003,0.018355034,0.04024195,0.04024195,0.30308506,0.8649657,0.07996565,0.048028916,-1.5178624,0.052137613
33,0.66,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.11393611,0.11350435,0.016151786,0.14801642,0.0752638,-0.06988132,-0.047188446,-0.02308774,0.024809003,0.04024195,0.07996565,0.052137613,-0.2749279,1.7388166,-0.07171738,0.05561553,-0.5416292,-0.46635747,-0.76276845,-0.35837603,-0.2955363,-0.62956077,0.046367325,0.25620136,2.745493,-1.6303228,1.0557072,-0.29902577,-1.7492977,1.0104026,0.73450553,1.6935078,-0.49885234,-0.28380746,0.9909484,-0.4552123,0.15491498,0.053722076,0.18065998,0.2552217,-0.1179422,-0.011408857,-0.015599585,0.18346709,-0.031779237,0.018355034,0.30308506,0.048028916,0.1711397,-0.113716535,-0.113716535,0.038250417,0.9298035,0.14480346,0.17172125,-1.5532963,0.016703725,0.23794,0.14828874,0.14828874,-0.11103302,0.8460294,0.061029375,-0.006231387,-1.6471152,-0.07711518,-0.0044663036,-0.060818937,-0.060818937,0.19278476,0.7582622,-0.02673781,-0.03411487,-1.5521321,0.017867923,0.014783427,0.027033117,0.027033117,0.29507956,0.86776286,0.08276284,0.041181393,-1.5137447,0.05625534
34,0.68,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.113716535,0.14480346,0.016703725,0.14828874,0.061029375,-0.07711518,-0.060818937,-0.02673781,0.017867923,0.027033117,0.08276284,0.05625534,0.010978669,1.5649543,0.02759619,0.013615765,-0.7117226,-0.36169297,-0.6815246,-0.18250282,-0.34705642,-0.66044164,0.1398583,0.2058868,2.7873747,-2.1350844,0.9615733,-0.41373014,-1.4608295,1.1227996,0.9837669,1.7676235,-0.40566126,-0.11647364,0.8733114,-0.54871833,0.1711397,0.038250417,0.17172125,0.23794,-0.11103302,-0.006231387,-0.0044663036,0.19278476,-0.03411487,0.014783427,0.29507956,0.041181393,0.17765492,-0.107831,-0.107831,0.023733422,0.95662916,0.17162913,0.15573087,-1.5510452,0.018954873,0.21641304,0.14743222,0.14743222,-0.1033326,0.8289811,0.043981075,-0.0014260141,-1.6520362,-0.08203614,0.0035382593,-0.07236983,-0.07236983,0.20048064,0.7582551,-0.026744902,-0.03321441,-1.559872,0.010128021,0.0072442144,0.013485788,0.013485788,0.27861297,0.8720761,0.08707607,0.03761963,-1.5107743,0.059225798
35,0.7000000000000001,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.107831,0.17162913,0.018954873,0.14743222,0.043981075,-0.08203614,-0.07236983,-0.026744902,0.010128021,0.013485788,0.08707607,0.059225798,0.2942768,1.3412839,0.11256034,-0.042826124,-0.8524152,-0.24604928,-0.5775447,-0.00035341084,-0.3869922,-0.67736644,0.2156628,0.14852175,2.682592,-2.5585823,0.797734,-0.5388816,-1.1344839,1.1975758,1.1765562,1.7778776,-0.28141448,0.024476409,0.67946684,-0.6014692,0.17765492,0.023733422,0.15573087,0.21641304,-0.1033326,-0.0014260141,0.0035382593,0.20048064,-0.03321441,0.0072442144,0.27861297,0.03761963,0.17928085,-0.09655752,-0.09655752,0.0071031526,0.9781048,0.1931048,0.13657525,-1.5474666,0.022533417,0.19146273,0.14514863,0.14514863,-0.09611334,0.8097649,0.024764895,0.0035965974,-1.6544917,-0.08449161,0.011571617,-0.08145514,-0.08145514,0.20755497,0.76190287,-0.023097157,-0.028483095,-1.5681084,0.001891613,-0.002751045,-0.00015252084,-0.00015252084,0.25677672,0.8774426,0.09244257,0.03503202,-1.509043,0.060957074
36,0.72,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.09655752,0.1931048,0.022533417,0.14514863,0.024764895,-0.08449161,-0.08145514,-0.023097157,0.001891613,-0.00015252084,0.09244257,0.060957074,0.56367415,1.0737846,0.17892472,-0.1141795,-0.96081007,-0.122775935,-0.4542657,0.1823864,-0.4118218,-0.68191546,0.26832408,0.086563535,2.4714894,-2.9114532,0.5976168,-0.6644387,-0.78890735,1.2375246,1.330397,1.7324721,-0.12702742,0.14653769,0.43884307,-0.62895006,0.17928085,0.0071031526,0.13657525,0.19146273,-0.09611334,0.0035965974,0.011571617,0.20755497,-0.028483095,-0.002751045,0.25677672,0.03503202,0.17819104,-0.080356315,-0.080356315,-0.0138670355,0.99346405,0.20846403,0.11639687,-1.5429754,0.027024627,0.1636299,0.14114651,0.14114651,-0.08839874,0.7890789,0.004078865,0.0100841345,-1.6543813,-0.08438122,0.021892954,-0.08773516,-0.08773516,0.21359284,0.76910007,-0.015899956,-0.020649316,-1.5764892,-0.0064891577,-0.013459571,-0.013647674,-0.013647674,0.23103313,0.88332635,0.098326325,0.03188348,-1.5086137,0.061386347
37,0.74,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.080356315,0.20846403,0.027024627,0.14114651,0.004078865,-0.08438122,-0.08773516,-0.015899956,-0.0064891577,-0.013647674,0.098326325,0.061386347,0.8100602,0.76796013,0.22456157,-0.20010635,-1.0343006,0.005517848,-0.31400108,0.35986018,-0.41904095,-0.67475766,0.29418784,0.021464542,2.1779113,-3.199876,0.38253877,-0.7826163,-0.42766285,1.250602,1.4569032,1.6313832,0.04687201,0.25879228,0.17005797,-0.641376,0.17819104,-0.0138670355,0.11639687,0.1636299,-0.08839874,0.0100841345,0.021892954,0.21359284,-0.020649316,-0.013459571,0.23103313,0.03188348,0.17519763,-0.059841197,-0.059841197,-0.04062407,1.0020489,0.21704882,0.09645902,-1.5379982,0.032001853,0.13299924,0.13515033,0.13515033,-0.07992672,0.76765615,-0.017343879,0.018445369,-1.6516527,-0.08165264,0.03514871,-0.0909158,-0.0909158,0.21787934,0.77962005,-0.005379975,-0.009926523,-1.5846262,-0.014626145,-0.022781037,-0.026755743,-0.026755743,0.20231386,0.8891482,0.10414815,0.027038595,-1.509535,0.060465097
38,0.76,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.059841197,0.21704882,0.032001853,0.13515033,-0.017343879,-0.08165264,-0.0909158,-0.005379975,-0.014626145,-0.026755743,0.10414815,0.060465097,1.0257559,0.42924264,0.24885885,-0.29980946,-1.0711365,0.1364308,-0.15903173,0.52599895,-0.40684775,-0.65540344,0.29109022,-0.04606449,1.8179786,-3.42607,0.16746032,-0.8891557,-0.059600044,1.2395104,1.5570297,1.4742349,0.2329236,0.37240997,-0.11173844,-0.6461859,0.17519763,-0.04062407,0.09645902,0.13299924,-0.07992672,0.018445369,0.03514871,0.21787934,-0.009926523,-0.022781037,0.20231386,0.027038595,0.17146552,-0.035742372,-0.035742372,-0.07223762,1.0033389,0.2183389,0.07772923,-1.5329484,0.037051678,0.102012575,0.12694201,0.12694201,-0.06975434,0.74625665,-0.038743377,0.029600628,-1.6462889,-0.07628882,0.051647753,-0.09075139,-0.09075139,0.22039394,0.7931237,0.008123696,0.0039751315,-1.5921026,-0.022102594,-0.028575614,-0.039200116,-0.039200116,0.17303114,0.8943365,0.109336495,0.019680893,-1.5118517,0.058148384
39,0.78,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.035742372,0.2183389,0.037051678,0.12694201,-0.038743377,-0.07628882,-0.09075139,0.008123696,-0.022102594,-0.039200116,0.109336495,0.058148384,1.2049413,0.06450617,0.2524941,-0.41041568,-1.0699759,0.2681906,0.008220568,0.67518264,-0.37382418,-0.62221867,0.2594184,-0.115833394,1.4114659,-3.5778897,-0.0352175,-0.96460027,0.31092095,1.210882,1.6300808,1.2669817,0.4269802,0.4981048,-0.3817537,-0.6485105,0.17146552,-0.07223762,0.07772923,0.102012575,-0.06975434,0.029600628,0.051647753,0.22039394,0.0039751315,-0.028575614,0.17303114,0.019680893,0.16973226,-0.00884488,-0.00884488,-0.10749094,0.9969797,0.21197969,0.062167488,-1.5281868,0.041813254,0.073965296,0.116411835,0.116411835,-0.05757094,0.72564954,-0.05935049,0.043111473,-1.6383141,-0.068314075,0.071947195,-0.08704262,-0.08704262,0.2210321,0.80917025,0.02417022,0.021770656,-1.598476,-0.028476,-0.029284991,-0.05065821,-0.05065821,0.14612736,0.89838475,0.11338472,0.008990638,-1.515615,0.054385066
40,0.8,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.00884488,0.21197969,0.041813254,0.116411835,-0.05935049,-0.068314075,-0.08704262,0.02417022,-0.028476,-0.05065821,0.11338472,0.054385066,1.3448746,-0.31796005,0.23807907,-0.5265088,-1.0303553,0.39873645,0.18543826,0.8023276,-0.31866926,-0.57290477,0.2024104,-0.18816775,0.9891842,-3.6438415,-0.20735268,-0.9856464,0.6751956,1.1624812,1.677722,1.0162833,0.62753963,0.64171714,-0.6130732,-0.653297,0.16973226,-0.10749094,0.062167488,0.073965296,-0.05757094,0.043111473,0.071947195,0.2210321,0.021770656,-0.029284991,0.14612736,0.008990638,0.17438388,0.0200961,0.0200961,-0.14685865,0.9827817,0.19778168,0.051265053,-1.5239925,0.046007514,0.051919367,0.103601724,0.103601724,-0.04466045,0.70657355,-0.07842648,0.057685904,-1.6278104,-0.057810307,0.097381175,-0.079622336,-0.079622336,0.21946925,0.8272275,0.042227447,0.043612674,-1.6032885,-0.03328848,-0.024620801,-0.060767572,-0.060767572,0.12436282,0.9009021,0.115902066,-0.005340716,-1.5208856,0.049114466
41,0.8200000000000001,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.0200961,0.19778168,0.046007514,0.103601724,-0.07842648,-0.057810307,-0.079622336,0.042227447,-0.03328848,-0.060767572,0.115902066,0.049114466,1.4470491,-0.7099017,0.20971212,-0.6405056,-0.9537984,0.52518654,0.37101424,0.90286183,-0.24062589,-0.50546813,0.12586792,-0.2635294,0.59204996,-3.6265779,-0.33558112,-0.93326724,1.0142591,1.0871005,1.7073374,0.7284132,0.8290779,0.7997128,-0.78229743,-0.66174114,0.17438388,-0.14685865,0.051265053,0.051919367,-0.04466045,0.057685904,0.097381175,0.21946925,0.043612674,-0.024620801,0.12436282,-0.005340716,0.18559508,0.05037814,0.05037814,-0.18687908,0.96077025,0.17577022,0.044316553,-1.5205667,0.04943335,0.03775168,0.08872673,0.08872673,-0.03140296,0.6897117,-0.09528834,0.07316246,-1.6149157,-0.044915676,0.12802954,-0.0683583,-0.0683583,0.21342178,0.84665686,0.061656833,0.0672917,-1.6061114,-0.036111355,-0.013231792,-0.06911806,-0.06911806,0.108613335,0.90163434,0.11663431,-0.020214437,-1.5276879,0.042312145
